user_id,register_date,country,channel,device,age_group,gender
U04480,2024-02-17,泰国,KOL推荐,Android,18-24,女
U04481,2024-05-18,印尼,内容营销,iOS,45+,男
U04482,2024-01-13,印尼,自然搜索,Android,18-24,女
U04483,2023-11-03,印尼,自然搜索,Android,18-24,女
U04484,2024-05-26,泰国,社交媒体,Android,35-44,女
U04485,2023-02-28,印尼,自然搜索,iOS,25-34,男
U04486,2023-02-07,泰国,付费广告,iOS,18-24,女
U04487,2024-10-25,越南,自然搜索,Android,25-34,女
U04488,2023-10-14,菲律宾,自然搜索,Android,25-34,女
U04489,2024-09-19,印尼,KOL推荐,iOS,25-34,男
U04490,2024-05-16,越南,KOL推荐,Android,45+,男
U04491,2024-05-18,印尼,自然搜索,iOS,18-24,女
U04492,2023-11-19,印尼,付费广告,iOS,35-44,女
U04493,2023-11-10,菲律宾,自然搜索,Android,18-24,男
U04494,2024-02-14,印尼,自然搜索,Android,25-34,女
U04495,2023-10-21,印尼,内容营销,Android,35-44,男
U04496,2024-11-04,印尼,社交媒体,iOS,18-24,男
U04497,2023-10-27,泰国,付费广告,iOS,25-34,男
U04498,2023-06-22,越南,KOL推荐,Android,18-24,女
U04499,2023-11-18,越南,KOL推荐,iOS,18-24,女
U04500,2023-06-21,印尼,KOL推荐,iOS,25-34,女
U04501,2024-03-27,印尼,自然搜索,Android,35-44,男
U04502,2023-06-20,越南,自然搜索,iOS,18-24,女
U04503,2023-01-09,泰国,社交媒体,Android,45+,男
U04504,2024-02-03,印尼,付费广告,iOS,18-24,男
U04505,2023-01-14,越南,内容营销,Android,18-24,男
U04506,2024-02-04,印尼,社交媒体,Android,18-24,男
U04507,2024-02-23,泰国,内容营销,iOS,18-24,女
U04508,2023-04-11,印尼,自然搜索,iOS,18-24,女
U04509,2024-08-09,马来西亚,内容营销,iOS,35-44,女
U04510,2023-11-15,泰国,付费广告,iOS,25-34,男
U04511,2023-06-25,印尼,内容营销,Android,25-34,男
U04512,2023-12-28,泰国,自然搜索,Android,45+,男
U04513,2024-01-18,印尼,付费广告,Android,25-34,男
U04514,2024-11-23,印尼,KOL推荐,Android,18-24,女
U04515,2024-02-24,越南,付费广告,iOS,18-24,男
U04516,2023-11-25,印尼,付费广告,iOS,18-24,女
U04517,2024-12-02,菲律宾,内容营销,Android,25-34,男
U04518,2024-07-28,泰国,付费广告,Android,18-24,男
U04519,2023-02-17,泰国,社交媒体,Android,25-34,男
U04520,2024-11-08,菲律宾,自然搜索,iOS,35-44,女
U04521,2023-05-26,印尼,KOL推荐,Android,35-44,男
U04522,2023-11-25,菲律宾,社交媒体,iOS,35-44,女
U04523,2024-08-01,印尼,付费广告,Android,18-24,男
U04524,2024-08-16,菲律宾,自然搜索,Android,18-24,男
U04525,2023-05-27,越南,社交媒体,iOS,25-34,女
U04526,2024-04-24,印尼,自然搜索,Android,18-24,男
U04527,2023-05-28,马来西亚,自然搜索,Android,18-24,男
U04528,2023-10-09,印尼,社交媒体,Android,25-34,女
U04529,2024-10-24,泰国,自然搜索,Android,25-34,男
U04530,2024-07-03,越南,自然搜索,iOS,35-44,女
U04531,2023-09-22,泰国,社交媒体,Android,25-34,男
U04532,2024-08-08,泰国,自然搜索,iOS,45+,男
U04533,2023-04-11,越南,付费广告,iOS,35-44,男
U04534,2023-04-12,印尼,自然搜索,iOS,18-24,女
U04535,2024-11-07,印尼,社交媒体,Android,25-34,女
U04536,2023-08-10,越南,社交媒体,iOS,25-34,女
U04537,2024-11-24,印尼,社交媒体,iOS,35-44,女
U04538,2024-01-24,泰国,付费广告,iOS,25-34,男
U04539,2024-02-16,泰国,自然搜索,Android,25-34,男
U04540,2023-07-16,泰国,自然搜索,Android,25-34,男
U04541,2024-05-20,印尼,付费广告,iOS,18-24,女
U04542,2024-07-12,泰国,内容营销,Android,45+,女
U04543,2023-09-28,越南,自然搜索,iOS,25-34,男
U04544,2023-08-09,越南,付费广告,Android,18-24,男
U04545,2023-05-21,菲律宾,自然搜索,Android,18-24,女
U04546,2023-10-05,泰国,社交媒体,Android,35-44,女
U04547,2024-02-18,印尼,社交媒体,iOS,25-34,女
U04548,2023-07-08,印尼,社交媒体,Android,35-44,男
U04549,2023-05-24,菲律宾,内容营销,Android,35-44,女
U04550,2023-06-20,马来西亚,付费广告,Android,35-44,女
U04551,2024-11-24,泰国,自然搜索,Android,25-34,男
U04552,2023-09-21,泰国,付费广告,iOS,18-24,女
U04553,2023-09-08,菲律宾,社交媒体,Android,18-24,男
U04554,2024-05-24,越南,社交媒体,iOS,25-34,男
U04555,2023-08-23,印尼,付费广告,Android,25-34,女
U04556,2023-01-22,印尼,社交媒体,iOS,25-34,女
U04557,2024-06-15,印尼,社交媒体,Android,25-34,男
U04558,2024-10-27,马来西亚,内容营销,iOS,25-34,男
U04559,2024-04-02,马来西亚,社交媒体,iOS,18-24,女
U04560,2024-01-02,印尼,KOL推荐,iOS,18-24,男
U04561,2024-02-07,越南,自然搜索,iOS,35-44,男
U04562,2023-11-15,菲律宾,社交媒体,Android,18-24,男
U04563,2024-05-21,泰国,内容营销,Android,35-44,女
U04564,2024-05-15,泰国,付费广告,Android,25-34,男
U04565,2024-04-09,菲律宾,KOL推荐,Android,45+,女
U04566,2024-09-21,越南,社交媒体,Android,35-44,男
U04567,2024-08-19,泰国,自然搜索,iOS,25-34,女
U04568,2024-12-23,泰国,社交媒体,iOS,25-34,女
U04569,2023-09-06,菲律宾,自然搜索,iOS,18-24,女
U04570,2023-01-05,印尼,内容营销,Android,25-34,女
U04571,2023-05-23,印尼,KOL推荐,iOS,35-44,男
U04572,2023-01-01,泰国,自然搜索,iOS,25-34,女
U04573,2024-10-06,菲律宾,自然搜索,Android,25-34,女
U04574,2023-09-19,菲律宾,社交媒体,Android,18-24,男
U04575,2023-05-21,越南,付费广告,Android,35-44,女
U04576,2024-05-22,越南,自然搜索,Android,18-24,男
U04577,2024-08-12,泰国,付费广告,Android,35-44,男
U04578,2023-06-13,马来西亚,付费广告,Android,25-34,男
U04579,2024-12-08,印尼,自然搜索,Android,25-34,女
U04580,2023-03-25,马来西亚,KOL推荐,Android,18-24,男
U04581,2023-11-20,越南,内容营销,iOS,18-24,女
U04582,2023-01-25,菲律宾,KOL推荐,iOS,35-44,女
U04583,2024-02-21,菲律宾,KOL推荐,iOS,35-44,女
U04584,2024-12-13,印尼,自然搜索,Android,25-34,女
U04585,2024-03-23,马来西亚,付费广告,Android,25-34,男
U04586,2024-09-08,越南,自然搜索,iOS,25-34,女
U04587,2024-03-13,泰国,KOL推荐,iOS,25-34,男
U04588,2023-01-11,印尼,内容营销,Android,25-34,女
U04589,2024-08-15,印尼,社交媒体,Android,25-34,男
U04590,2024-09-04,印尼,内容营销,Android,35-44,男
U04591,2023-06-25,泰国,社交媒体,Android,35-44,男
U04592,2023-12-01,印尼,付费广告,Android,25-34,男
U04593,2023-10-27,越南,付费广告,Android,35-44,男
U04594,2024-06-01,越南,自然搜索,iOS,25-34,女
U04595,2023-07-02,印尼,自然搜索,iOS,18-24,男
U04596,2023-08-26,印尼,社交媒体,iOS,18-24,女
U04597,2023-01-19,泰国,付费广告,Android,35-44,男
U04598,2023-06-11,越南,社交媒体,Android,35-44,女
U04599,2024-07-25,越南,社交媒体,Android,35-44,女
U04600,2023-10-16,泰国,付费广告,Android,35-44,女
U04601,2024-04-10,菲律宾,付费广告,iOS,18-24,男
U04602,2024-06-22,马来西亚,付费广告,Android,18-24,男
U04603,2024-06-03,越南,付费广告,Android,25-34,男
U04604,2023-12-10,菲律宾,KOL推荐,iOS,35-44,女
U04605,2024-04-25,菲律宾,付费广告,Android,45+,女
U04606,2023-09-18,菲律宾,社交媒体,iOS,18-24,女
U04607,2024-01-24,泰国,内容营销,iOS,35-44,男
U04608,2024-02-19,马来西亚,内容营销,Android,25-34,女
U04609,2024-02-02,越南,内容营销,Android,18-24,女
U04610,2023-11-26,越南,付费广告,iOS,25-34,男
U04611,2023-08-03,泰国,自然搜索,Android,35-44,男
U04612,2024-03-13,印尼,付费广告,Android,18-24,女
U04613,2023-08-13,泰国,付费广告,Android,35-44,男
U04614,2024-04-22,泰国,内容营销,iOS,18-24,女
U04615,2023-01-02,越南,社交媒体,iOS,18-24,女
U04616,2024-01-14,菲律宾,自然搜索,iOS,18-24,女
U04617,2023-02-16,菲律宾,自然搜索,Android,35-44,女
U04618,2024-02-07,越南,自然搜索,iOS,25-34,女
U04619,2024-10-14,菲律宾,社交媒体,Android,35-44,男
U04620,2024-06-17,菲律宾,社交媒体,Android,25-34,男
U04621,2023-05-11,菲律宾,内容营销,Android,25-34,女
U04622,2024-06-16,泰国,内容营销,Android,35-44,女
U04623,2023-10-06,印尼,自然搜索,Android,25-34,女
U04624,2024-02-02,马来西亚,付费广告,iOS,35-44,男
U04625,2023-09-28,印尼,自然搜索,iOS,18-24,男
U04626,2024-01-21,越南,付费广告,Android,25-34,男
U04627,2024-11-20,印尼,内容营销,Android,35-44,男
U04628,2023-12-02,印尼,社交媒体,Android,35-44,女
U04629,2023-03-13,印尼,社交媒体,Android,18-24,女
U04630,2024-09-01,泰国,付费广告,Android,25-34,男
U04631,2024-08-04,越南,自然搜索,Android,25-34,女
U04632,2024-06-25,菲律宾,自然搜索,Android,25-34,女
U04633,2024-01-06,菲律宾,付费广告,Android,18-24,女
U04634,2023-06-15,泰国,社交媒体,iOS,18-24,女
U04635,2024-06-17,马来西亚,自然搜索,iOS,35-44,男
U04636,2024-02-04,越南,社交媒体,Android,35-44,女
U04637,2023-01-08,印尼,KOL推荐,iOS,25-34,男
U04638,2023-11-13,菲律宾,付费广告,Android,35-44,女
U04639,2024-05-21,菲律宾,社交媒体,iOS,18-24,女
U04640,2024-02-25,马来西亚,付费广告,iOS,25-34,女
U04641,2024-05-20,越南,社交媒体,iOS,35-44,女
U04642,2024-12-24,菲律宾,KOL推荐,iOS,35-44,女
U04643,2023-01-08,泰国,内容营销,iOS,25-34,男
U04644,2024-07-11,印尼,付费广告,iOS,35-44,男
U04645,2024-11-10,印尼,付费广告,Android,25-34,男
U04646,2023-01-05,印尼,自然搜索,iOS,35-44,男
U04647,2024-04-20,越南,自然搜索,iOS,25-34,男
U04648,2024-08-28,菲律宾,社交媒体,iOS,35-44,女
U04649,2023-05-16,泰国,内容营销,Android,18-24,男
U04650,2023-03-23,泰国,付费广告,Android,25-34,女
U04651,2023-02-17,印尼,自然搜索,Android,25-34,女
U04652,2024-10-28,印尼,付费广告,iOS,25-34,女
U04653,2023-01-16,菲律宾,付费广告,iOS,35-44,女
U04654,2024-11-24,越南,付费广告,Android,45+,男
U04655,2023-02-20,泰国,自然搜索,Android,35-44,女
U04656,2023-07-11,菲律宾,社交媒体,iOS,18-24,男
U04657,2023-06-02,印尼,自然搜索,Android,35-44,女
U04658,2024-02-04,泰国,付费广告,iOS,18-24,女
U04659,2024-07-25,印尼,KOL推荐,iOS,25-34,男
U04660,2024-10-28,印尼,付费广告,Android,35-44,男
U04661,2023-02-02,印尼,社交媒体,Android,18-24,女
U04662,2024-01-13,越南,社交媒体,iOS,35-44,女
U04663,2023-03-21,菲律宾,社交媒体,iOS,35-44,女
U04664,2023-06-21,菲律宾,付费广告,Android,25-34,男
U04665,2024-05-01,印尼,付费广告,Android,25-34,男
U04666,2023-07-26,泰国,KOL推荐,Android,25-34,男
U04667,2023-07-13,菲律宾,KOL推荐,Android,45+,女
U04668,2024-10-09,印尼,付费广告,Android,18-24,女
U04669,2024-06-01,印尼,自然搜索,iOS,25-34,男
U04670,2023-11-22,越南,自然搜索,iOS,18-24,男
U04671,2024-10-25,菲律宾,自然搜索,iOS,18-24,女
U04672,2023-11-10,印尼,社交媒体,Android,35-44,男
U04673,2024-05-27,泰国,自然搜索,iOS,25-34,女
U04674,2024-05-12,越南,付费广告,Android,45+,女
U04675,2023-10-12,菲律宾,KOL推荐,iOS,25-34,男
U04676,2023-06-21,泰国,付费广告,iOS,25-34,男
U04677,2023-06-06,马来西亚,KOL推荐,iOS,18-24,女
U04678,2024-08-26,印尼,社交媒体,iOS,45+,男
U04679,2023-08-05,印尼,自然搜索,iOS,18-24,女
U04680,2023-06-02,越南,社交媒体,iOS,25-34,男
U04681,2024-05-08,泰国,社交媒体,iOS,25-34,男
U04682,2024-10-09,马来西亚,付费广告,Android,25-34,女
U04683,2024-09-08,越南,自然搜索,Android,25-34,女
U04684,2024-11-11,菲律宾,付费广告,iOS,35-44,男
U04685,2023-10-17,越南,内容营销,Android,18-24,男
U04686,2024-11-20,泰国,社交媒体,Android,25-34,女
U04687,2024-01-22,泰国,自然搜索,iOS,35-44,女
U04688,2023-09-15,印尼,社交媒体,Android,25-34,男
U04689,2024-01-13,马来西亚,付费广告,Android,18-24,女
U04690,2024-01-25,越南,社交媒体,iOS,25-34,男
U04691,2024-09-04,越南,社交媒体,Android,18-24,男
U04692,2024-10-10,越南,付费广告,Android,18-24,女
U04693,2024-03-21,印尼,KOL推荐,Android,25-34,女
U04694,2023-10-21,越南,社交媒体,Android,25-34,男
U04695,2023-08-10,菲律宾,社交媒体,iOS,18-24,男
U04696,2024-09-17,印尼,自然搜索,iOS,25-34,男
U04697,2023-05-13,印尼,KOL推荐,Android,45+,女
U04698,2024-09-21,泰国,内容营销,Android,45+,男
U04699,2024-07-12,马来西亚,自然搜索,Android,35-44,男
U04700,2023-12-25,泰国,付费广告,Android,18-24,男
U04701,2024-09-28,泰国,付费广告,iOS,18-24,男
U04702,2023-02-21,印尼,KOL推荐,iOS,35-44,女
U04703,2023-09-24,印尼,社交媒体,Android,18-24,男
U04704,2024-10-25,越南,自然搜索,Android,18-24,女
U04705,2024-11-02,越南,内容营销,Android,25-34,男
U04706,2023-01-14,菲律宾,自然搜索,Android,18-24,女
U04707,2024-01-03,泰国,KOL推荐,iOS,35-44,男
U04708,2024-08-25,菲律宾,付费广告,Android,35-44,男
U04709,2023-05-02,印尼,付费广告,Android,35-44,男
U04710,2024-09-18,越南,自然搜索,Android,35-44,女
U04711,2023-09-22,越南,自然搜索,iOS,18-24,女
U04712,2023-12-05,越南,社交媒体,iOS,35-44,男
U04713,2024-06-23,菲律宾,社交媒体,Android,25-34,男
U04714,2024-11-02,印尼,自然搜索,iOS,35-44,男
U04715,2023-10-22,越南,自然搜索,Android,18-24,女
U04716,2023-10-26,印尼,自然搜索,iOS,35-44,女
U04717,2023-03-24,马来西亚,社交媒体,iOS,45+,女
U04718,2024-02-05,越南,社交媒体,Android,18-24,女
U04719,2024-12-23,马来西亚,自然搜索,Android,18-24,男
U04720,2024-01-27,越南,社交媒体,Android,18-24,女
U04721,2024-12-28,泰国,自然搜索,iOS,25-34,男
U04722,2024-05-06,泰国,内容营销,Android,18-24,女
U04723,2024-01-12,越南,内容营销,iOS,35-44,男
U04724,2023-03-16,泰国,社交媒体,iOS,25-34,男
U04725,2023-05-02,泰国,内容营销,Android,25-34,男
U04726,2023-11-04,马来西亚,KOL推荐,Android,35-44,男
U04727,2024-10-01,菲律宾,KOL推荐,iOS,25-34,女
U04728,2024-01-18,印尼,社交媒体,Android,25-34,女
U04729,2024-04-02,泰国,付费广告,Android,35-44,女
U04730,2023-09-27,泰国,自然搜索,Android,35-44,女
U04731,2023-12-05,泰国,付费广告,Android,18-24,男
U04732,2023-05-22,印尼,社交媒体,Android,18-24,女
U04733,2024-01-16,马来西亚,自然搜索,iOS,18-24,女
U04734,2024-07-09,越南,付费广告,iOS,25-34,女
U04735,2024-04-19,泰国,付费广告,Android,18-24,男
U04736,2023-04-28,印尼,自然搜索,Android,35-44,男
U04737,2024-03-09,越南,社交媒体,iOS,35-44,男
U04738,2024-04-26,越南,内容营销,iOS,18-24,女
U04739,2024-12-06,印尼,社交媒体,iOS,25-34,女
U04740,2023-08-01,印尼,社交媒体,Android,25-34,男
U04741,2024-02-04,泰国,社交媒体,Android,25-34,女
U04742,2023-10-27,泰国,付费广告,Android,25-34,男
U04743,2024-04-04,马来西亚,自然搜索,Android,35-44,男
U04744,2023-02-02,泰国,内容营销,Android,18-24,女
U04745,2024-01-11,泰国,自然搜索,Android,18-24,男
U04746,2023-10-25,泰国,自然搜索,iOS,25-34,男
U04747,2023-06-07,泰国,KOL推荐,iOS,25-34,女
U04748,2024-03-20,越南,自然搜索,iOS,18-24,女
U04749,2024-07-03,菲律宾,付费广告,Android,18-24,女
U04750,2024-09-27,越南,自然搜索,Android,25-34,男
U04751,2024-02-22,越南,自然搜索,Android,25-34,男
U04752,2023-02-23,印尼,自然搜索,iOS,45+,男
U04753,2024-04-23,印尼,自然搜索,Android,25-34,女
U04754,2024-05-15,菲律宾,社交媒体,Android,18-24,男
U04755,2024-01-12,菲律宾,KOL推荐,iOS,25-34,男
U04756,2023-07-20,泰国,付费广告,Android,18-24,男
U04757,2024-08-03,菲律宾,内容营销,Android,25-34,女
U04758,2023-09-03,越南,自然搜索,Android,25-34,男
U04759,2024-04-20,马来西亚,付费广告,Android,25-34,男
U04760,2023-03-08,印尼,自然搜索,iOS,35-44,男
U04761,2023-08-26,马来西亚,社交媒体,iOS,18-24,男
U04762,2024-12-15,菲律宾,付费广告,Android,45+,男
U04763,2023-05-13,泰国,社交媒体,Android,35-44,男
U04764,2024-03-07,印尼,KOL推荐,iOS,25-34,女
U04765,2023-12-03,马来西亚,付费广告,iOS,18-24,男
U04766,2023-08-10,菲律宾,社交媒体,Android,18-24,男
U04767,2023-02-08,泰国,内容营销,Android,25-34,男
U04768,2024-10-18,印尼,付费广告,Android,25-34,女
U04769,2023-12-22,越南,付费广告,iOS,18-24,男
U04770,2024-06-19,泰国,社交媒体,iOS,45+,女
U04771,2023-05-16,越南,社交媒体,iOS,18-24,女
U04772,2024-05-09,泰国,自然搜索,Android,18-24,男
U04773,2023-10-19,菲律宾,付费广告,iOS,18-24,男
U04774,2023-12-01,越南,付费广告,Android,18-24,女
U04775,2024-10-17,菲律宾,付费广告,Android,35-44,女
U04776,2023-03-07,泰国,自然搜索,iOS,25-34,女
U04777,2024-08-09,越南,内容营销,Android,18-24,女
U04778,2024-11-05,泰国,KOL推荐,Android,35-44,男
U04779,2023-09-19,泰国,付费广告,Android,35-44,女
U04780,2023-11-14,泰国,社交媒体,Android,35-44,男
U04781,2024-02-08,泰国,内容营销,iOS,35-44,女
U04782,2024-12-20,印尼,自然搜索,iOS,25-34,女
U04783,2023-01-04,越南,付费广告,Android,25-34,男
U04784,2024-04-25,越南,付费广告,Android,25-34,男
U04785,2023-01-19,越南,KOL推荐,iOS,18-24,男
U04786,2024-12-03,菲律宾,自然搜索,Android,25-34,男
U04787,2023-02-17,马来西亚,内容营销,Android,35-44,女
U04788,2023-11-26,印尼,付费广告,iOS,25-34,女
U04789,2023-03-07,越南,付费广告,Android,45+,女
U04790,2023-10-03,泰国,付费广告,iOS,25-34,男
U04791,2023-08-25,马来西亚,自然搜索,Android,35-44,男
U04792,2024-12-05,泰国,KOL推荐,Android,25-34,男
U04793,2023-10-12,越南,内容营销,iOS,35-44,男
U04794,2024-06-06,越南,付费广告,Android,25-34,女
U04795,2023-08-18,越南,内容营销,Android,18-24,女
U04796,2023-06-23,泰国,KOL推荐,Android,18-24,男
U04797,2023-09-16,菲律宾,付费广告,iOS,45+,女
U04798,2023-11-25,泰国,社交媒体,Android,18-24,男
U04799,2023-02-17,印尼,付费广告,Android,25-34,男
U04800,2024-01-07,泰国,社交媒体,Android,25-34,男
U04801,2024-10-10,泰国,自然搜索,Android,25-34,女
U04802,2024-01-10,马来西亚,社交媒体,iOS,35-44,女
U04803,2023-04-27,泰国,自然搜索,iOS,35-44,男
U04804,2023-11-09,菲律宾,KOL推荐,Android,45+,女
U04805,2024-04-17,印尼,KOL推荐,iOS,25-34,女
U04806,2024-11-05,泰国,自然搜索,Android,25-34,男
U04807,2023-05-06,马来西亚,付费广告,Android,35-44,女
U04808,2023-02-27,泰国,付费广告,Android,45+,女
U04809,2024-02-11,菲律宾,社交媒体,Android,45+,男
U04810,2024-07-11,泰国,付费广告,Android,35-44,女
U04811,2024-08-06,菲律宾,社交媒体,Android,18-24,男
U04812,2024-01-19,泰国,付费广告,iOS,18-24,女
U04813,2023-03-25,印尼,自然搜索,iOS,35-44,女
U04814,2024-04-09,菲律宾,自然搜索,iOS,35-44,男
U04815,2023-03-19,马来西亚,自然搜索,Android,35-44,男
U04816,2024-03-22,马来西亚,KOL推荐,Android,18-24,男
U04817,2024-01-17,菲律宾,内容营销,iOS,25-34,男
U04818,2024-09-25,菲律宾,付费广告,Android,25-34,男
U04819,2023-08-22,泰国,付费广告,iOS,25-34,女
U04820,2024-02-09,越南,自然搜索,Android,25-34,男
U04821,2023-03-09,越南,社交媒体,iOS,45+,男
U04822,2024-12-12,越南,自然搜索,Android,18-24,女
U04823,2024-03-17,越南,社交媒体,Android,25-34,女
U04824,2023-09-24,印尼,内容营销,Android,25-34,男
U04825,2023-08-06,泰国,自然搜索,iOS,35-44,女
U04826,2023-09-15,印尼,KOL推荐,Android,25-34,女
U04827,2024-12-18,泰国,自然搜索,iOS,45+,男
U04828,2024-10-28,越南,付费广告,Android,18-24,男
U04829,2023-11-24,印尼,自然搜索,Android,18-24,女
U04830,2024-02-13,菲律宾,付费广告,Android,35-44,女
U04831,2024-01-22,印尼,自然搜索,Android,25-34,男
U04832,2024-01-27,印尼,付费广告,Android,18-24,男
U04833,2024-04-12,泰国,付费广告,Android,25-34,女
U04834,2024-09-24,印尼,付费广告,iOS,35-44,女
U04835,2024-06-12,泰国,社交媒体,iOS,18-24,女
U04836,2023-05-17,越南,内容营销,iOS,18-24,女
U04837,2024-09-23,越南,付费广告,iOS,35-44,女
U04838,2023-01-13,泰国,自然搜索,Android,25-34,女
U04839,2023-10-03,越南,付费广告,Android,18-24,女
U04840,2023-06-16,马来西亚,内容营销,iOS,18-24,女
U04841,2023-01-19,马来西亚,社交媒体,Android,25-34,男
U04842,2023-08-09,越南,付费广告,iOS,18-24,女
U04843,2024-11-20,泰国,自然搜索,Android,35-44,男
U04844,2024-11-07,泰国,付费广告,Android,35-44,男
U04845,2023-11-23,越南,付费广告,Android,25-34,女
U04846,2023-08-11,马来西亚,内容营销,Android,45+,男
U04847,2024-02-14,泰国,内容营销,iOS,25-34,男
U04848,2023-04-20,菲律宾,自然搜索,Android,18-24,女
U04849,2023-09-08,泰国,付费广告,iOS,35-44,女
U04850,2024-03-27,马来西亚,自然搜索,iOS,25-34,女
U04851,2024-08-06,越南,付费广告,Android,25-34,女
U04852,2024-04-16,菲律宾,内容营销,iOS,25-34,男
U04853,2024-02-28,越南,付费广告,Android,25-34,男
U04854,2024-03-22,印尼,付费广告,Android,18-24,男
U04855,2024-09-12,泰国,自然搜索,iOS,35-44,女
U04856,2024-11-18,泰国,KOL推荐,Android,35-44,女
U04857,2024-12-11,马来西亚,社交媒体,Android,25-34,女
U04858,2023-07-06,马来西亚,付费广告,Android,25-34,男
U04859,2023-03-09,菲律宾,自然搜索,Android,25-34,男
U04860,2024-03-02,印尼,付费广告,iOS,18-24,男
U04861,2023-04-02,菲律宾,内容营销,iOS,18-24,男
U04862,2023-06-12,泰国,付费广告,iOS,18-24,女
U04863,2023-07-09,越南,付费广告,Android,25-34,男
U04864,2023-06-22,越南,付费广告,iOS,25-34,男
U04865,2023-05-26,印尼,KOL推荐,iOS,35-44,男
U04866,2023-04-10,越南,付费广告,Android,25-34,女
U04867,2024-08-04,泰国,自然搜索,Android,45+,男
U04868,2023-05-17,印尼,社交媒体,Android,35-44,男
U04869,2024-06-03,菲律宾,社交媒体,Android,45+,女
U04870,2024-11-13,越南,社交媒体,Android,35-44,女
U04871,2023-01-19,泰国,内容营销,Android,25-34,女
U04872,2024-11-22,泰国,付费广告,iOS,25-34,男
U04873,2023-02-04,泰国,自然搜索,Android,18-24,女
U04874,2024-04-16,越南,内容营销,iOS,35-44,男
U04875,2024-05-28,印尼,付费广告,iOS,25-34,男
U04876,2024-09-12,印尼,社交媒体,Android,25-34,女
U04877,2023-02-24,印尼,社交媒体,iOS,35-44,男
U04878,2023-10-06,越南,付费广告,Android,25-34,女
U04879,2023-12-12,菲律宾,自然搜索,iOS,25-34,女
U04880,2024-05-18,泰国,KOL推荐,iOS,25-34,男
U04881,2023-04-03,越南,KOL推荐,Android,35-44,男
U04882,2024-05-23,菲律宾,社交媒体,Android,35-44,男
U04883,2023-09-25,泰国,付费广告,Android,35-44,女
U04884,2024-10-12,泰国,自然搜索,Android,35-44,女
U04885,2023-07-16,菲律宾,自然搜索,iOS,18-24,女
U04886,2023-08-03,越南,付费广告,Android,45+,女
U04887,2024-09-13,印尼,付费广告,iOS,18-24,男
U04888,2024-08-09,泰国,内容营销,Android,35-44,女
U04889,2023-09-04,印尼,KOL推荐,iOS,18-24,男
U04890,2024-02-18,越南,社交媒体,Android,25-34,女
U04891,2023-01-19,泰国,付费广告,Android,35-44,男
U04892,2023-02-05,印尼,自然搜索,iOS,25-34,女
U04893,2024-10-14,泰国,内容营销,Android,25-34,男
U04894,2023-09-20,越南,付费广告,iOS,35-44,男
U04895,2024-08-15,泰国,自然搜索,iOS,25-34,女
U04896,2024-08-01,泰国,付费广告,Android,18-24,女
U04897,2024-07-04,越南,内容营销,iOS,25-34,女
U04898,2024-02-01,泰国,内容营销,iOS,18-24,女
U04899,2023-05-10,马来西亚,自然搜索,Android,35-44,男
U04900,2023-09-17,泰国,内容营销,Android,18-24,女
U04901,2024-02-28,印尼,付费广告,iOS,25-34,女
U04902,2023-07-18,泰国,自然搜索,Android,25-34,男
U04903,2023-10-28,越南,KOL推荐,Android,25-34,女
U04904,2023-04-14,马来西亚,内容营销,Android,25-34,女
U04905,2023-03-28,泰国,社交媒体,Android,25-34,女
U04906,2024-11-22,马来西亚,社交媒体,Android,45+,男
U04907,2023-11-10,泰国,KOL推荐,Android,35-44,女
U04908,2023-08-09,印尼,KOL推荐,iOS,35-44,男
U04909,2024-11-06,印尼,内容营销,iOS,25-34,女
U04910,2024-02-28,菲律宾,社交媒体,Android,25-34,女
U04911,2024-12-09,印尼,内容营销,Android,18-24,女
U04912,2024-02-08,印尼,内容营销,Android,25-34,女
U04913,2023-06-24,泰国,自然搜索,iOS,35-44,男
U04914,2023-06-22,泰国,KOL推荐,Android,25-34,女
U04915,2023-02-25,马来西亚,付费广告,Android,25-34,男
U04916,2024-12-05,越南,付费广告,Android,18-24,男
U04917,2023-03-25,越南,社交媒体,Android,18-24,男
U04918,2023-11-26,菲律宾,自然搜索,Android,18-24,男
U04919,2023-07-09,越南,付费广告,iOS,25-34,女
U04920,2024-01-16,马来西亚,内容营销,Android,25-34,女
U04921,2024-11-12,印尼,自然搜索,Android,25-34,女
U04922,2023-08-14,印尼,付费广告,iOS,25-34,男
U04923,2024-02-05,菲律宾,内容营销,iOS,35-44,女
U04924,2023-10-22,泰国,付费广告,Android,35-44,女
U04925,2024-12-14,越南,付费广告,Android,35-44,男
U04926,2024-11-17,越南,付费广告,iOS,25-34,女
U04927,2023-04-24,泰国,付费广告,iOS,25-34,女
U04928,2024-03-11,印尼,社交媒体,iOS,45+,女
U04929,2023-09-15,马来西亚,KOL推荐,iOS,18-24,男
U04930,2024-10-27,越南,付费广告,Android,18-24,男
U04931,2024-08-02,越南,KOL推荐,Android,25-34,女
U04932,2023-01-21,马来西亚,付费广告,Android,25-34,女
U04933,2024-12-20,越南,付费广告,Android,18-24,女
U04934,2024-05-04,印尼,社交媒体,iOS,35-44,女
U04935,2023-05-05,越南,社交媒体,iOS,25-34,女
U04936,2024-02-01,马来西亚,社交媒体,iOS,25-34,女
U04937,2023-02-22,印尼,自然搜索,iOS,25-34,男
U04938,2023-10-05,菲律宾,自然搜索,iOS,25-34,女
U04939,2023-09-13,菲律宾,付费广告,Android,18-24,男
