user_id,recency_days,frequency,monetary,segment,R_score,F_score,M_score
U01057,41,2,230.96,一般发展用户,3,2,2
U01058,353,2,243.61,一般挽留用户,1,2,2
U01059,153,1,112.7,一般挽留用户,1,1,1
U01060,103,9,932.37,一般保持用户,2,4,3
U01061,86,3,533.77,一般挽留用户,2,2,2
U01062,3,5,556.49,一般价值用户,5,3,3
U01063,69,7,2592.36,重要保持用户,2,4,4
U01064,272,1,216.78,一般挽留用户,1,1,2
U01065,85,2,383.44,一般挽留用户,2,2,2
U01066,20,3,628.7,一般发展用户,4,2,3
U01067,145,5,2389.56,重要保持用户,1,3,4
U01068,6,15,4907.56,重要价值用户,5,5,5
U01069,326,2,503.75,一般挽留用户,1,2,2
U01070,15,3,679.37,一般发展用户,4,2,3
U01071,21,7,1924.76,重要价值用户,4,4,4
U01072,48,8,4118.24,重要保持用户,3,4,4
U01073,38,28,21012.75,重要价值用户,3,5,5
U01074,13,24,13499.89,重要价值用户,5,5,5
U01075,25,13,3351.24,重要价值用户,4,5,4
U01076,20,15,6507.33,重要价值用户,4,5,5
U01077,94,12,10065.86,重要保持用户,2,5,5
U01078,167,3,368.89,一般挽留用户,1,2,2
U01079,12,9,3071.33,重要价值用户,5,4,4
U01080,307,1,98.87,一般挽留用户,1,1,1
U01081,11,6,1969.56,重要价值用户,5,3,4
U01082,65,3,936.45,一般挽留用户,3,2,3
U01083,43,5,2158.71,重要价值用户,3,3,4
U01084,46,3,532.25,一般发展用户,3,2,2
U01085,10,14,10223.949999999999,重要价值用户,5,5,5
U01086,285,2,212.66,一般挽留用户,1,2,2
U01087,50,3,552.62,一般挽留用户,3,2,3
U01088,1,12,10474.85,重要价值用户,5,5,5
U01089,21,2,467.4,一般发展用户,4,2,2
U01090,170,3,266.78,一般挽留用户,1,2,2
U01091,27,13,4273.6,重要价值用户,4,5,4
U01092,3,6,1974.0900000000001,重要价值用户,5,3,4
U01093,15,8,2768.69,重要价值用户,4,4,4
U01094,323,1,215.34,一般挽留用户,1,1,2
U01095,82,1,85.4,一般挽留用户,2,1,1
U01096,26,2,222.64999999999998,一般发展用户,4,2,2
U01097,12,10,7771.45,重要价值用户,5,5,5
U01098,15,8,2227.8199999999997,重要价值用户,4,4,4
U01099,240,1,167.01,一般挽留用户,1,1,1
U01100,9,27,16805.78,重要价值用户,5,5,5
U01101,72,3,750.98,一般挽留用户,2,2,3
U01102,70,3,441.76000000000005,一般挽留用户,2,2,2
U01103,27,5,1170.46,重要价值用户,4,3,3
U01104,16,3,211.33999999999997,一般发展用户,4,2,2
U01105,332,2,403.9,一般挽留用户,1,2,2
U01106,63,5,1837.44,重要保持用户,3,3,4
U01107,215,1,65.12,一般挽留用户,1,1,1
U01108,239,3,438.71,一般挽留用户,1,2,2
U01109,18,2,346.38,一般发展用户,4,2,2
U01110,269,1,24.58,一般挽留用户,1,1,1
U01111,6,28,24271.4,重要价值用户,5,5,5
U01112,185,1,59.29,一般挽留用户,1,1,1
U01113,7,8,4676.15,重要价值用户,5,4,5
U01114,12,1,66.98,一般发展用户,5,1,1
U01115,272,1,63.97,一般挽留用户,1,1,1
U01116,34,2,181.71,一般发展用户,3,2,1
U01117,17,21,9181.119999999999,重要价值用户,4,5,5
U01118,16,9,3728.0,重要价值用户,4,4,4
U01119,8,15,7954.04,重要价值用户,5,5,5
U01120,84,9,3621.24,重要保持用户,2,4,4
U01121,119,2,504.0,一般挽留用户,2,2,2
U01122,21,22,8749.05,重要价值用户,4,5,5
U01123,6,8,2073.05,重要价值用户,5,4,4
U01124,1,5,905.11,一般价值用户,5,3,3
U01125,72,1,95.31,一般挽留用户,2,1,1
U01126,38,5,1029.91,一般价值用户,3,3,3
U01127,29,12,4734.76,重要价值用户,4,5,5
U01128,66,5,1643.43,重要保持用户,3,3,3
U01129,45,7,831.56,一般价值用户,3,4,3
U01130,129,6,994.29,一般保持用户,2,3,3
U01131,49,4,1191.29,重要挽留用户,3,3,3
U01132,6,23,8774.52,重要价值用户,5,5,5
U01133,66,5,1645.86,重要保持用户,3,3,3
U01134,23,8,4304.55,重要价值用户,4,4,4
U01135,86,2,98.15,一般挽留用户,2,2,1
U01136,113,2,314.26,一般挽留用户,2,2,2
U01137,358,1,138.91,一般挽留用户,1,1,1
U01138,73,8,4990.16,重要保持用户,2,4,5
U01139,7,10,7388.1,重要价值用户,5,5,5
U01140,323,1,27.46,一般挽留用户,1,1,1
U01141,137,1,73.34,一般挽留用户,1,1,1
U01142,7,18,7829.12,重要价值用户,5,5,5
U01143,152,4,769.63,一般挽留用户,1,3,3
U01144,63,9,2999.0099999999998,重要保持用户,3,4,4
U01145,221,1,54.82,一般挽留用户,1,1,1
U01146,205,1,155.64,一般挽留用户,1,1,1
U01147,32,3,252.8,一般发展用户,4,2,2
U01148,104,4,1699.93,重要挽留用户,2,3,3
U01149,33,3,1025.35,一般发展用户,3,2,3
U01150,79,3,289.06,一般挽留用户,2,2,2
U01151,54,3,155.68,一般挽留用户,3,2,1
U01152,25,3,166.67000000000002,一般发展用户,4,2,1
U01153,1,14,11025.94,重要价值用户,5,5,5
U01154,75,9,4052.51,重要保持用户,2,4,4
U01155,64,10,6071.48,重要保持用户,3,5,5
U01156,298,1,125.18,一般挽留用户,1,1,1
U01157,51,9,2763.02,重要保持用户,3,4,4
U01158,123,9,3470.67,重要保持用户,2,4,4
U01159,14,6,1379.46,重要价值用户,5,4,3
U01160,107,6,2597.3199999999997,重要保持用户,2,4,4
U01161,5,6,1626.99,重要价值用户,5,4,3
U01162,11,8,3365.4500000000003,重要价值用户,5,4,4
U01163,203,2,181.11,一般挽留用户,1,2,1
U01164,8,14,6350.08,重要价值用户,5,5,5
U01165,26,9,2559.01,重要价值用户,4,4,4
U01166,207,3,304.91999999999996,一般挽留用户,1,2,2
U01167,23,8,2909.68,重要价值用户,4,4,4
U01168,15,9,3079.81,重要价值用户,4,4,4
U01169,34,4,1388.31,重要发展用户,3,3,3
U01170,108,8,3822.1000000000004,重要保持用户,2,4,4
U01171,87,1,110.49,一般挽留用户,2,1,1
U01172,23,1,65.2,一般发展用户,4,1,1
U01173,112,2,272.9,一般挽留用户,2,2,2
U01174,8,2,117.69999999999999,一般发展用户,5,2,1
U01175,221,3,527.51,一般挽留用户,1,2,2
U01176,18,9,3059.06,重要价值用户,4,4,4
U01177,67,6,1810.13,重要保持用户,2,4,4
U01178,57,2,183.08,一般挽留用户,3,2,1
U01179,24,9,2882.65,重要价值用户,4,4,4
U01180,269,1,147.0,一般挽留用户,1,1,1
U01181,48,12,13256.84,重要保持用户,3,5,5
U01182,32,3,250.07,一般发展用户,4,2,2
U01183,21,22,19466.73,重要价值用户,4,5,5
U01184,110,5,1092.99,一般保持用户,2,3,3
U01185,51,7,2620.59,重要保持用户,3,4,4
U01186,33,4,1587.73,重要发展用户,3,3,3
U01187,259,1,136.6,一般挽留用户,1,1,1
U01188,27,3,752.99,一般发展用户,4,2,3
U01189,123,3,428.3,一般挽留用户,2,2,2
U01190,85,3,148.37,一般挽留用户,2,2,1
U01191,46,15,8205.17,重要价值用户,3,5,5
U01192,29,7,3196.35,重要价值用户,4,4,4
U01193,1,6,1782.59,重要价值用户,5,4,4
U01194,136,7,1111.98,一般保持用户,1,4,3
U01195,61,3,179.39999999999998,一般挽留用户,3,2,1
U01196,13,16,10318.87,重要价值用户,5,5,5
U01197,5,20,6005.69,重要价值用户,5,5,5
U01198,19,15,7834.59,重要价值用户,4,5,5
U01199,12,6,2528.46,重要价值用户,5,4,4
U01200,282,2,241.18,一般挽留用户,1,2,2
U01201,44,5,2160.2,重要价值用户,3,3,4
U01202,83,2,216.56,一般挽留用户,2,2,2
U01203,26,6,1669.21,重要价值用户,4,4,3
U01204,42,9,4826.98,重要价值用户,3,4,5
U01205,94,4,1349.07,重要挽留用户,2,3,3
U01206,8,4,2048.79,重要发展用户,5,3,4
U01207,92,3,319.27,一般挽留用户,2,2,2
U01208,9,15,6550.38,重要价值用户,5,5,5
U01209,263,1,40.68,一般挽留用户,1,1,1
U01210,90,3,618.67,一般挽留用户,2,2,3
U01211,27,1,29.58,一般发展用户,4,1,1
U01212,84,3,1182.8,重要挽留用户,2,2,3
U01213,100,1,91.95,一般挽留用户,2,1,1
U01214,123,1,44.39,一般挽留用户,2,1,1
U01215,26,25,25695.06,重要价值用户,4,5,5
U01216,220,4,1308.27,重要挽留用户,1,3,3
U01217,35,3,174.35000000000002,一般发展用户,3,2,1
U01218,65,3,767.0799999999999,一般挽留用户,3,2,3
U01219,10,27,23078.28,重要价值用户,5,5,5
U01220,6,14,9914.52,重要价值用户,5,5,5
U01221,64,5,1149.58,重要保持用户,3,3,3
U01222,15,3,512.29,一般发展用户,4,2,2
U01223,44,4,1164.55,重要发展用户,3,3,3
U01224,304,1,44.26,一般挽留用户,1,1,1
U01225,123,2,402.65,一般挽留用户,2,2,2
U01226,28,3,847.6600000000001,一般发展用户,4,2,3
U01227,41,12,4376.01,重要价值用户,3,5,5
U01228,29,9,1334.52,重要价值用户,4,4,3
U01229,30,3,1142.56,重要发展用户,4,2,3
U01230,16,3,280.65,一般发展用户,4,2,2
U01231,81,2,134.05,一般挽留用户,2,2,1
U01232,55,8,2270.03,重要保持用户,3,4,4
U01233,17,4,1963.6100000000001,重要发展用户,4,3,4
U01234,13,27,19283.5,重要价值用户,5,5,5
U01235,9,13,10128.97,重要价值用户,5,5,5
U01236,26,6,1806.24,重要价值用户,4,4,4
U01237,4,28,23869.57,重要价值用户,5,5,5
U01238,24,8,3904.76,重要价值用户,4,4,4
U01239,170,2,182.06,一般挽留用户,1,2,1
U01240,18,27,24444.84,重要价值用户,4,5,5
U01241,8,21,17304.01,重要价值用户,5,5,5
U01242,4,12,9528.14,重要价值用户,5,5,5
U01243,26,2,133.6,一般发展用户,4,2,1
U01244,222,1,92.78,一般挽留用户,1,1,1
U01245,39,3,556.6600000000001,一般发展用户,3,2,3
U01246,170,1,70.61,一般挽留用户,1,1,1
U01247,60,2,260.89,一般挽留用户,3,2,2
U01248,73,5,1806.31,重要保持用户,2,3,4
U01249,5,26,14403.02,重要价值用户,5,5,5
U01250,16,20,19278.4,重要价值用户,4,5,5
U01251,187,2,160.54,一般挽留用户,1,2,1
U01252,69,3,1319.9,重要挽留用户,2,2,3
U01253,77,4,1201.04,重要挽留用户,2,3,3
U01254,9,8,2642.9100000000003,重要价值用户,5,4,4
U01255,6,7,2751.2599999999998,重要价值用户,5,4,4
U01256,24,12,5909.92,重要价值用户,4,5,5
U01257,67,3,368.44,一般挽留用户,2,2,2
U01258,21,7,1440.23,重要价值用户,4,4,3
U01259,65,1,116.69,一般挽留用户,3,1,1
U01260,131,2,394.98,一般挽留用户,2,2,2
U01261,20,24,18999.89,重要价值用户,4,5,5
U01262,39,2,138.51,一般发展用户,3,2,1
U01263,187,3,93.97,一般挽留用户,1,2,1
U01264,19,6,693.45,一般价值用户,4,4,3
U01265,12,6,941.24,一般价值用户,5,4,3
U01266,134,5,2098.22,重要保持用户,2,3,4
U01267,38,4,1835.95,重要发展用户,3,3,4
U01268,3,3,95.24000000000001,一般发展用户,5,2,1
U01269,6,9,2345.28,重要价值用户,5,4,4
U01270,20,3,746.62,一般发展用户,4,2,3
U01271,288,2,109.58,一般挽留用户,1,2,1
U01272,29,1,59.24,一般发展用户,4,1,1
U01273,42,3,671.97,一般发展用户,3,2,3
U01274,27,16,8635.61,重要价值用户,4,5,5
U01275,253,2,332.96999999999997,一般挽留用户,1,2,2
U01276,78,3,542.34,一般挽留用户,2,2,2
U01277,178,3,152.32999999999998,一般挽留用户,1,2,1
U01278,11,3,417.98,一般发展用户,5,2,2
U01279,25,8,3836.96,重要价值用户,4,4,4
U01280,15,4,557.4,一般发展用户,4,3,3
U01281,8,2,280.17,一般发展用户,5,2,2
U01282,7,9,3420.29,重要价值用户,5,4,4
U01283,1,25,17043.010000000002,重要价值用户,5,5,5
U01284,110,1,141.95,一般挽留用户,2,1,1
U01285,21,13,11997.76,重要价值用户,4,5,5
U01286,61,3,214.73,一般挽留用户,3,2,2
U01287,4,8,7454.47,重要价值用户,5,4,5
U01288,41,8,1347.18,重要价值用户,3,4,3
U01289,330,2,198.09,一般挽留用户,1,2,2
U01290,54,7,2148.45,重要保持用户,3,4,4
U01291,26,25,9006.7,重要价值用户,4,5,5
U01292,15,2,360.12,一般发展用户,4,2,2
U01293,59,6,3152.2200000000003,重要保持用户,3,4,4
U01294,52,25,18488.35,重要保持用户,3,5,5
U01295,74,10,5779.47,重要保持用户,2,5,5
U01296,79,2,180.53,一般挽留用户,2,2,1
U01297,2,28,14260.08,重要价值用户,5,5,5
U01298,23,3,356.96,一般发展用户,4,2,2
U01299,288,1,135.68,一般挽留用户,1,1,1
U01300,170,1,150.94,一般挽留用户,1,1,1
U01301,95,6,684.77,一般保持用户,2,4,3
U01302,264,1,126.36,一般挽留用户,1,1,1
U01303,3,24,22209.39,重要价值用户,5,5,5
U01304,46,24,22482.84,重要价值用户,3,5,5
U01305,185,3,229.36,一般挽留用户,1,2,2
U01306,66,1,97.88,一般挽留用户,3,1,1
U01307,86,1,46.14,一般挽留用户,2,1,1
U01308,186,2,323.95,一般挽留用户,1,2,2
U01309,67,7,2625.08,重要保持用户,2,4,4
U01310,90,3,284.17,一般挽留用户,2,2,2
U01311,4,19,5253.66,重要价值用户,5,5,5
U01312,159,3,1555.42,重要挽留用户,1,2,3
U01313,353,1,35.55,一般挽留用户,1,1,1
U01314,252,1,150.12,一般挽留用户,1,1,1
U01315,40,3,1694.85,重要发展用户,3,2,3
U01316,60,1,109.33,一般挽留用户,3,1,1
U01317,90,3,182.54,一般挽留用户,2,2,1
U01318,48,2,131.26,一般挽留用户,3,2,1
U01319,199,6,2906.3399999999997,重要保持用户,1,4,4
U01320,50,6,1497.73,重要保持用户,3,4,3
U01321,247,3,340.88,一般挽留用户,1,2,2
U01322,3,2,163.43,一般发展用户,5,2,1
U01323,107,3,272.96000000000004,一般挽留用户,2,2,2
U01324,16,21,17177.15,重要价值用户,4,5,5
U01325,74,2,291.02,一般挽留用户,2,2,2
U01326,15,3,449.06,一般发展用户,4,2,2
U01327,52,3,504.06,一般挽留用户,3,2,2
U01328,9,5,798.51,一般价值用户,5,3,3
U01329,66,2,479.28999999999996,一般挽留用户,3,2,2
U01330,7,16,5882.6,重要价值用户,5,5,5
U01331,82,3,334.92,一般挽留用户,2,2,2
U01332,98,9,2397.3900000000003,重要保持用户,2,4,4
U01333,161,8,4719.62,重要保持用户,1,4,5
U01334,94,3,583.06,一般挽留用户,2,2,3
U01335,61,13,10366.92,重要保持用户,3,5,5
U01336,188,2,172.3,一般挽留用户,1,2,1
U01337,9,14,12419.17,重要价值用户,5,5,5
U01338,1,12,11575.22,重要价值用户,5,5,5
U01339,26,3,381.36,一般发展用户,4,2,2
U01340,53,5,730.8199999999999,一般保持用户,3,3,3
U01341,38,8,1521.87,重要价值用户,3,4,3
U01342,130,9,962.02,一般保持用户,2,4,3
U01343,275,1,88.25,一般挽留用户,1,1,1
U01344,25,5,1094.6799999999998,一般价值用户,4,3,3
U01345,23,2,340.08,一般发展用户,4,2,2
U01346,24,3,407.57,一般发展用户,4,2,2
U01347,11,18,14262.7,重要价值用户,5,5,5
U01348,57,2,244.71,一般挽留用户,3,2,2
U01349,25,7,2978.75,重要价值用户,4,4,4
U01350,15,4,582.46,一般发展用户,4,3,3
U01351,173,1,96.21,一般挽留用户,1,1,1
U01352,9,13,4895.38,重要价值用户,5,5,5
U01353,133,3,593.88,一般挽留用户,2,2,3
U01354,295,1,77.69,一般挽留用户,1,1,1
U01355,82,3,438.71000000000004,一般挽留用户,2,2,2
U01356,209,3,326.11,一般挽留用户,1,2,2
U01357,101,1,85.97,一般挽留用户,2,1,1
U01358,36,2,229.04,一般发展用户,3,2,2
U01359,199,2,244.16000000000003,一般挽留用户,1,2,2
U01360,5,19,18214.71,重要价值用户,5,5,5
U01361,11,7,3553.73,重要价值用户,5,4,4
U01362,31,4,2054.1,重要发展用户,4,3,4
U01363,35,4,1253.4299999999998,重要发展用户,3,3,3
U01364,3,16,5377.64,重要价值用户,5,5,5
U01365,141,1,34.0,一般挽留用户,1,1,1
U01366,282,1,92.93,一般挽留用户,1,1,1
U01367,9,3,157.86,一般发展用户,5,2,1
U01368,27,8,1759.62,重要价值用户,4,4,4
U01369,302,2,153.02,一般挽留用户,1,2,1
U01370,199,3,632.78,一般挽留用户,1,2,3
U01371,3,8,3363.7,重要价值用户,5,4,4
U01372,23,1,77.93,一般发展用户,4,1,1
U01373,99,8,1105.81,一般保持用户,2,4,3
U01374,2,19,20438.13,重要价值用户,5,5,5
U01375,206,1,191.0,一般挽留用户,1,1,2
U01376,30,20,16629.82,重要价值用户,4,5,5
U01377,7,18,15245.29,重要价值用户,5,5,5
U01378,11,8,955.5,一般价值用户,5,4,3
U01379,11,25,22104.51,重要价值用户,5,5,5
U01380,109,1,213.2,一般挽留用户,2,1,2
U01381,57,3,486.6,一般挽留用户,3,2,2
U01382,72,1,100.12,一般挽留用户,2,1,1
U01383,31,5,669.6800000000001,一般价值用户,4,3,3
U01384,50,9,3652.7799999999997,重要保持用户,3,4,4
U01385,167,1,56.17,一般挽留用户,1,1,1
U01386,51,7,1398.94,重要保持用户,3,4,3
U01387,11,9,4376.07,重要价值用户,5,4,5
U01388,25,3,127.85,一般发展用户,4,2,1
U01389,72,2,163.8,一般挽留用户,2,2,1
U01390,97,2,259.40999999999997,一般挽留用户,2,2,2
U01391,3,3,488.94000000000005,一般发展用户,5,2,2
U01392,106,5,1448.57,重要保持用户,2,3,3
U01393,47,9,1417.77,重要保持用户,3,4,3
U01394,101,3,339.78,一般挽留用户,2,2,2
U01395,155,7,2906.46,重要保持用户,1,4,4
U01396,47,3,383.53,一般挽留用户,3,2,2
U01397,30,8,1060.22,一般价值用户,4,4,3
U01398,44,25,8478.73,重要价值用户,3,5,5
U01399,1,4,2231.34,重要发展用户,5,3,4
U01400,38,5,989.1199999999999,一般价值用户,3,3,3
U01401,142,6,1533.49,重要保持用户,1,4,3
U01402,35,15,12919.779999999999,重要价值用户,3,5,5
U01403,2,6,2670.01,重要价值用户,5,4,4
U01404,4,8,6648.139999999999,重要价值用户,5,4,5
U01405,8,1,90.03,一般发展用户,5,1,1
U01406,48,7,1439.39,重要保持用户,3,4,3
U01407,13,7,2503.53,重要价值用户,5,4,4
U01408,16,3,241.55,一般发展用户,4,2,2
U01409,54,6,1729.55,重要保持用户,3,4,4
U01410,107,2,297.25,一般挽留用户,2,2,2
U01411,2,11,8610.119999999999,重要价值用户,5,5,5
U01412,113,9,8401.89,重要保持用户,2,4,5
U01413,50,23,22847.52,重要保持用户,3,5,5
U01414,86,3,1114.94,一般挽留用户,2,2,3
U01415,3,6,2783.5099999999998,重要价值用户,5,4,4
U01416,51,2,343.90999999999997,一般挽留用户,3,2,2
U01417,33,5,1557.21,重要价值用户,3,3,3
U01418,273,1,276.83,一般挽留用户,1,1,2
U01419,23,2,225.37,一般发展用户,4,2,2
U01420,8,5,529.98,一般价值用户,5,3,2
U01421,177,1,37.13,一般挽留用户,1,1,1
U01422,2,6,937.59,一般价值用户,5,4,3
U01423,187,2,376.8,一般挽留用户,1,2,2
U01424,61,3,393.15,一般挽留用户,3,2,2
U01425,102,4,2060.05,重要挽留用户,2,3,4
U01426,264,1,66.46,一般挽留用户,1,1,1
U01427,15,7,2974.56,重要价值用户,4,4,4
U01428,62,8,3456.5699999999997,重要保持用户,3,4,4
U01429,10,6,2765.1499999999996,重要价值用户,5,4,4
U01430,115,8,1907.4099999999999,重要保持用户,2,4,4
U01431,14,3,1099.7,一般发展用户,5,3,3
U01432,17,3,526.74,一般发展用户,4,3,2
U01433,22,3,165.78,一般发展用户,4,3,1
U01434,336,1,137.23,一般挽留用户,1,1,1
U01435,3,9,1810.38,重要价值用户,5,4,4
U01436,18,6,2284.42,重要价值用户,4,4,4
U01437,28,9,4559.9,重要价值用户,4,4,5
U01438,14,22,20476.52,重要价值用户,5,5,5
U01439,125,1,224.36,一般挽留用户,2,1,2
U01440,93,5,1173.88,重要保持用户,2,3,3
U01441,11,25,12647.05,重要价值用户,5,5,5
U01442,335,2,167.38,一般挽留用户,1,2,1
U01443,94,6,1472.24,重要保持用户,2,4,3
U01444,15,5,1330.2800000000002,重要价值用户,4,3,3
U01445,41,6,1657.29,重要价值用户,3,4,3
U01446,15,5,1618.61,重要价值用户,4,3,3
U01447,14,20,12491.9,重要价值用户,5,5,5
U01448,106,5,1948.5099999999998,重要保持用户,2,3,4
U01449,132,3,284.55,一般挽留用户,2,3,2
U01450,21,5,1776.69,重要价值用户,4,3,4
U01451,178,5,1118.67,一般保持用户,1,3,3
U01452,101,5,677.47,一般保持用户,2,3,3
U01453,25,8,2407.3,重要价值用户,4,4,4
U01454,200,1,78.31,一般挽留用户,1,1,1
U01455,1,23,24815.16,重要价值用户,5,5,5
U01456,34,8,4384.67,重要价值用户,3,4,5
U01457,16,9,6901.41,重要价值用户,4,4,5
U01458,40,10,3692.28,重要价值用户,3,5,4
U01459,281,2,388.31,一般挽留用户,1,2,2
U01460,16,22,15025.26,重要价值用户,4,5,5
U01461,289,1,51.11,一般挽留用户,1,1,1
U01462,39,7,1402.1699999999998,重要价值用户,3,4,3
U01463,40,1,109.97,一般发展用户,3,1,1
U01464,52,23,18842.28,重要保持用户,3,5,5
U01465,45,3,881.24,一般发展用户,3,3,3
U01466,339,1,60.6,一般挽留用户,1,1,1
U01467,117,5,1546.3799999999999,重要保持用户,2,3,3
U01468,15,3,229.19,一般发展用户,4,3,2
U01469,78,2,191.66,一般挽留用户,2,2,2
U01470,21,8,6365.56,重要价值用户,4,4,5
U01471,59,17,6431.39,重要保持用户,3,5,5
U01472,34,2,360.19,一般发展用户,3,2,2
U01473,78,3,617.3,一般挽留用户,2,3,3
U01474,49,8,8594.51,重要保持用户,3,4,5
U01475,2,21,10991.8,重要价值用户,5,5,5
U01476,148,2,159.63,一般挽留用户,1,2,1
U01477,11,11,4606.67,重要价值用户,5,5,5
U01478,91,3,589.11,一般挽留用户,2,3,3
U01479,23,1,229.52,一般发展用户,4,1,2
U01480,25,3,490.96000000000004,一般发展用户,4,3,2
U01481,81,3,1283.37,重要挽留用户,2,3,3
U01482,52,3,1257.3600000000001,重要挽留用户,3,3,3
U01483,51,3,378.13,一般挽留用户,3,3,2
U01484,214,3,483.34000000000003,一般挽留用户,1,3,2
U01485,79,5,1536.48,重要保持用户,2,3,3
U01486,5,25,7900.53,重要价值用户,5,5,5
U01487,21,8,3867.1,重要价值用户,4,4,4
U01488,165,2,422.03,一般挽留用户,1,2,2
U01489,61,2,85.03999999999999,一般挽留用户,3,2,1
U01490,55,7,1495.1100000000001,重要保持用户,3,4,3
U01491,82,3,1328.75,重要挽留用户,2,3,3
U01492,16,2,121.35,一般发展用户,4,2,1
U01493,21,11,6615.070000000001,重要价值用户,4,5,5
U01494,31,4,1248.69,重要发展用户,4,3,3
U01495,2,9,1951.85,重要价值用户,5,4,4
U01496,91,3,134.43,一般挽留用户,2,3,1
U01497,6,6,2562.96,重要价值用户,5,4,4
U01498,103,9,2931.94,重要保持用户,2,5,4
U01499,9,10,7095.72,重要价值用户,5,5,5
U01500,62,2,428.19,一般挽留用户,3,2,2
U01501,4,23,10054.3,重要价值用户,5,5,5
U01502,14,16,6149.48,重要价值用户,5,5,5
U01503,31,4,1928.42,重要发展用户,4,3,4
U01504,10,13,7974.21,重要价值用户,5,5,5
U01505,16,6,2021.27,重要价值用户,4,4,4
U01506,67,8,3794.34,重要保持用户,2,4,4
U01507,1,2,219.77999999999997,一般发展用户,5,2,2
U01508,255,2,433.34000000000003,一般挽留用户,1,2,2
U01509,133,1,204.23,一般挽留用户,2,1,2
U01510,84,17,10058.21,重要保持用户,2,5,5
U01511,14,1,111.39,一般发展用户,5,1,1
U01512,22,22,9967.51,重要价值用户,4,5,5
U01513,2,3,238.24,一般发展用户,5,3,2
U01514,22,7,940.4599999999999,一般价值用户,4,4,3
U01515,21,13,10571.06,重要价值用户,4,5,5
U01516,73,9,1806.1200000000001,重要保持用户,2,5,4
U01517,241,1,69.42,一般挽留用户,1,1,1
U01518,32,17,5948.0,重要价值用户,4,5,5
U01519,143,2,160.93,一般挽留用户,1,2,1
U01520,12,11,5591.52,重要价值用户,5,5,5
U01521,172,2,339.20000000000005,一般挽留用户,1,2,2
U01522,96,2,106.89,一般挽留用户,2,2,1
U01523,71,1,23.58,一般挽留用户,2,1,1
U01524,12,15,7718.67,重要价值用户,5,5,5
U01525,138,5,1413.17,重要保持用户,1,3,3
U01526,83,8,4095.2799999999997,重要保持用户,2,4,4
U01527,81,3,279.34000000000003,一般挽留用户,2,3,2
U01528,7,3,876.75,一般发展用户,5,3,3
U01529,113,4,1407.24,重要挽留用户,2,3,3
U01530,31,6,1025.55,一般价值用户,4,4,3
U01531,17,18,10608.6,重要价值用户,4,5,5
U01532,23,3,345.78,一般发展用户,4,3,2
U01533,69,2,184.51,一般挽留用户,2,2,1
U01534,23,9,3371.82,重要价值用户,4,5,4
U01535,3,23,13078.85,重要价值用户,5,5,5
U01536,66,3,225.32999999999998,一般挽留用户,3,3,2
U01537,205,3,943.8299999999999,一般挽留用户,1,3,3
U01538,62,3,444.52,一般挽留用户,3,3,2
U01539,270,1,132.14,一般挽留用户,1,1,1
U01540,49,3,1006.11,一般挽留用户,3,3,3
U01541,38,1,49.54,一般发展用户,3,1,1
U01542,97,3,263.03,一般挽留用户,2,3,2
U01543,17,10,6188.84,重要价值用户,4,5,5
U01544,137,7,1175.82,重要保持用户,1,4,3
U01545,43,5,1493.6999999999998,重要价值用户,3,3,3
U01546,9,8,1412.19,重要价值用户,5,4,3
U01547,10,6,2079.7,重要价值用户,5,4,4
U01548,4,5,1938.22,重要价值用户,5,3,4
U01549,30,2,480.72,一般发展用户,4,2,2
U01550,76,3,771.29,一般挽留用户,2,3,3
U01551,18,5,2017.7,重要价值用户,4,3,4
U01552,297,1,35.6,一般挽留用户,1,1,1
U01553,40,4,519.1,一般发展用户,3,3,2
U01554,11,25,12936.46,重要价值用户,5,5,5
U01555,50,5,800.99,一般保持用户,3,3,3
U01556,47,2,69.66,一般挽留用户,3,2,1
U01557,7,6,2676.08,重要价值用户,5,4,4
U01558,46,3,248.22,一般发展用户,3,3,2
U01559,35,5,1504.09,重要价值用户,3,3,3
U01560,214,5,1822.48,重要保持用户,1,3,4
U01561,18,7,3671.61,重要价值用户,4,4,4
U01562,210,1,145.23,一般挽留用户,1,1,1
U01563,23,4,1134.53,重要发展用户,4,3,3
U01564,3,21,8437.31,重要价值用户,5,5,5
U01565,13,18,8113.34,重要价值用户,5,5,5
U01566,143,2,64.8,一般挽留用户,1,2,1
U01567,36,2,175.48,一般发展用户,3,2,1
U01568,30,6,2882.06,重要价值用户,4,4,4
U01569,35,8,2837.87,重要价值用户,3,4,4
U01570,6,3,630.7,一般发展用户,5,3,3
U01571,16,3,461.75,一般发展用户,4,3,2
U01572,36,10,5507.43,重要价值用户,3,5,5
U01573,122,3,245.29,一般挽留用户,2,3,2
U01574,4,26,13810.039999999999,重要价值用户,5,5,5
U01575,5,12,12658.619999999999,重要价值用户,5,5,5
U01576,2,1,90.01,一般发展用户,5,1,1
U01577,74,5,2499.9300000000003,重要保持用户,2,3,4
U01578,29,6,1062.22,一般价值用户,4,4,3
U01579,209,1,118.2,一般挽留用户,1,1,1
U01580,20,17,15471.369999999999,重要价值用户,4,5,5
U01581,134,6,2262.82,重要保持用户,2,4,4
U01582,159,1,68.49,一般挽留用户,1,1,1
U01583,150,5,514.02,一般保持用户,1,3,2
U01584,267,3,512.5,一般挽留用户,1,3,2
U01585,25,8,3478.54,重要价值用户,4,4,4
